@relation jain.txt-weka.filters.unsupervised.attribute.NumericToNominal-R3-weka.filters.unsupervised.attribute.Standardize

@attribute f1 numeric
@attribute f2 numeric
@attribute label {1,2}

@data
-0.931731,-0.01453,1
-0.926657,-0.067518,1
-0.743979,0.53048,1
-0.754127,0.485063,1
-0.708458,0.500202,1
-0.728755,0.447215,1
-0.713532,0.416936,1
-0.672937,0.432076,1
-0.743979,0.371519,1
-0.759202,0.326101,1
-0.784574,0.288253,1
-0.73383,0.280684,1
-0.698309,0.303393,1
-0.662788,0.310962,1
-0.683086,0.257975,1
-0.723681,0.204988,1
-0.718606,0.152001,1
-0.73383,0.091444,1
-0.749053,0.030887,1
-0.794723,0.008178,1
-0.820095,0.053596,1
-0.840392,-0.037239,1
-0.779499,-0.188631,1
-0.774425,-0.112935,1
-0.749053,-0.135644,1
-0.713532,-0.143213,1
-0.637416,-0.037239,1
-0.581598,0.053596,1
-0.551151,-0.01453,1
-0.571449,-0.135644,1
-0.647565,-0.188631,1
-0.601895,-0.317314,1
-0.698309,-0.264327,1
-0.683086,-0.302175,1
-0.672937,-0.347592,1
-0.713532,-0.370301,1
-0.749053,-0.370301,1
-0.769351,-0.377871,1
-0.459812,-0.332453,1
-0.530854,-0.39301,1
-0.693234,-0.58225,1
-0.68816,-0.612528,1
-0.657714,-0.695794,1
-0.622193,-0.57468,1
-0.510556,-0.461136,1
-0.500407,-0.498984,1
-0.535928,-0.498984,1
-0.551151,-0.551971,1
-0.581598,-0.650376,1
-0.571449,-0.680655,1
-0.505481,-0.597389,1
-0.444589,-0.58225,1
-0.439514,-0.491415,1
-0.409068,-0.491415,1
-0.383696,-0.506554,1
-0.60697,-0.786629,1
-0.576523,-0.794198,1
-0.510556,-0.779059,1
-0.530854,-0.801768,1
-0.525779,-0.832046,1
-0.317728,-0.506554,1
-0.297431,-0.506554,1
-0.327877,-0.627667,1
-0.398919,-0.779059,1
-0.38877,-0.877464,1
-0.429365,-0.922882,1
-0.393845,-1.059134,1
-0.343101,-0.998577,1
-0.343101,-0.900173,1
-0.348175,-0.839616,1
-0.332952,-0.779059,1
-0.251761,-0.551971,1
-0.246687,-0.597389,1
-0.206092,-0.673085,1
-0.251761,-0.832046,1
-0.30758,-1.074273,1
-0.175645,-0.824477,1
-0.185794,-0.907742,1
-0.069083,-0.748781,1
-0.023413,-0.779059,1
-0.241612,-1.112121,1
-0.221315,-1.074273,1
-0.190868,-1.036425,1
-0.190868,-1.096982,1
-0.165496,-1.006147,1
-0.13505,-0.991008,1
-0.114752,-1.036425,1
-0.08938,-0.938021,1
-0.058934,-0.938021,1
0.012108,-0.907742,1
0.027331,-0.862325,1
0.088224,-0.847186,1
0.174489,-0.869894,1
0.098373,-0.968299,1
0.001959,-1.028856,1
-0.104603,-1.096982,1
-0.140124,-1.119691,1
-0.195943,-1.149969,1
-0.155348,-1.218096,1
-0.145199,-1.233235,1
-0.109678,-1.255944,1
-0.08938,-1.293792,1
-0.079231,-1.202956,1
-0.053859,-1.286222,1
-0.053859,-1.119691,1
-0.013264,-1.233235,1
0.022257,-1.233235,1
0.03748,-1.255944,1
0.03748,-1.187817,1
0.057777,-1.119691,1
0.21001,-0.975869,1
0.286126,-0.938021,1
0.301349,-1.013717,1
0.321647,-1.013717,1
0.326721,-1.066704,1
0.255679,-1.089413,1
0.230307,-1.096982,1
0.255679,-1.172678,1
0.189712,-1.172678,1
0.169414,-1.195387,1
0.083149,-1.218096,1
0.128819,-1.248374,1
0.154191,-1.293792,1
0.062852,-1.33164,1
0.078075,-1.346779,1
0.113596,-1.361918,1
0.255679,-1.392196,1
0.286126,-1.361918,1
0.2912,-1.384627,1
0.367316,-1.346779,1
0.367316,-1.308931,1
0.453581,-1.225665,1
0.453581,-1.127261,1
0.448507,-1.013717,1
0.433283,-0.968299,1
0.499251,-0.885034,1
0.575367,-0.847186,1
0.63626,-1.32407,1
0.580441,-1.3165,1
0.549995,-1.3165,1
0.494176,-1.233235,1
0.519548,-1.225665,1
0.478953,-1.149969,1
0.514474,-1.104552,1
0.524623,-1.127261,1
0.565218,-1.165109,1
0.651483,-1.165109,1
0.615962,-1.225665,1
0.656557,-1.240804,1
0.681929,-1.240804,1
0.666706,-1.051565,1
0.641334,-0.95316,1
0.646408,-0.907742,1
0.727599,-0.892603,1
0.742822,-0.847186,1
0.778343,-0.779059,1
0.829087,-0.635237,1
0.915352,-0.710933,1
0.839236,-0.786629,1
0.84431,-0.839616,1
0.834161,-0.877464,1
0.813864,-0.915312,1
0.834161,-0.960729,1
0.798641,-1.074273,1
0.813864,-1.195387,1
0.869682,-1.210526,1
0.849385,-1.1424,1
0.854459,-1.104552,1
0.991468,-1.1424,1
0.991468,-1.081843,1
0.940724,-1.043995,1
0.915352,-0.983438,1
0.955947,-0.938021,1
0.920426,-0.900173,1
1.026989,-0.960729,1
1.047286,-0.983438,1
1.047286,-0.892603,1
1.108179,-0.892603,1
1.01684,-0.809338,1
0.991468,-0.75635,1
1.026989,-0.733642,1
1.052361,-0.748781,1
1.067584,-0.779059,1
1.01684,-0.665515,1
1.037138,-0.650376,1
1.087882,-0.627667,1
1.133551,-0.620098,1
1.163998,-0.76392,1
1.245188,-0.824477,1
1.260411,-0.741211,1
1.235039,-0.718503,1
1.179221,-0.642807,1
1.194444,-0.612528,1
1.199519,-0.567111,1
1.346676,-0.726072,1
1.377123,-0.680655,1
0.489102,-1.172678,1
1.072658,-0.476276,1
1.113254,-0.415719,1
1.174147,-0.423288,1
1.184295,-0.377871,1
1.158923,-0.324884,1
1.255337,-0.453567,1
1.245188,-0.355162,1
1.275635,-0.362732,1
1.311155,-0.302175,1
1.224891,-0.302175,1
1.214742,-0.218909,1
1.260411,-0.196201,1
1.402495,-0.370301,1
1.427867,-0.408149,1
1.422792,-0.249188,1
1.356825,-0.20377,1
1.331453,-0.150783,1
1.321304,-0.112935,1
1.285783,-0.059948,1
1.265486,0.008178,1
1.301007,0.061166,1
1.311155,0.000609,1
1.351751,-0.02967,1
1.382197,-0.044809,1
1.448164,-0.059948,1
1.438016,0.008178,1
1.387272,0.121722,1
1.31623,0.129292,1
1.336528,0.189849,1
1.372048,0.35638,1
1.417718,0.371519,1
1.392346,0.34881,1
1.422792,0.333671,1
1.438016,0.318532,1
1.519206,0.310962,1
1.48876,0.15957,1
1.483685,0.114153,1
1.509057,0.030887,1
1.539504,-0.052378,1
1.544578,0.023318,1
1.564876,0.091444,1
1.610545,0.099014,1
1.630843,-0.01453,1
1.635917,0.053596,1
1.646066,0.152001,1
1.635917,0.35638,1
1.610545,0.401797,1
1.656215,0.416936,1
1.651141,0.469924,1
1.722182,0.477493,1
1.686661,0.53805,1
1.717108,0.704581,1
1.686661,0.742429,1
1.661289,0.651594,1
1.635917,0.628885,1
1.580099,0.613746,1
1.554727,0.613746,1
1.514132,0.507772,1
1.473536,0.507772,1
1.417718,0.659163,1
1.463388,0.712151,1
1.48876,0.674303,1
1.412644,0.787846,1
1.539504,0.72729,1
1.580099,0.742429,1
