@relation pathbased.txt-weka.filters.unsupervised.attribute.NumericToNominal-R3-weka.filters.unsupervised.attribute.Standardize

@attribute f1 numeric
@attribute f2 numeric
@attribute label {1,2,3}

@data
1.309001,0.130039,1
1.248419,-0.117573,1
1.411991,-0.279801,1
1.345351,-0.621333,3
1.351409,-0.911636,1
1.187837,-0.527412,3
1.042439,-1.082402,3
0.915217,-1.099479,3
0.751644,-1.210477,3
0.890984,-0.962866,3
1.012148,-0.664025,3
1.145429,-0.467643,3
1.103022,-0.43349,3
1.103022,-0.424952,3
0.521432,-1.056787,3
0.491141,-0.954327,3
0.612305,-0.954327,3
0.691062,-0.954327,3
0.606247,-0.809176,3
0.545665,-0.698178,3
0.727411,-0.681101,3
0.757703,-0.843329,3
0.763761,-0.800638,3
0.824343,-0.732331,3
0.830401,-0.629871,3
0.9031,-0.664025,3
1.000032,-0.450567,3
1.00609,-0.442029,3
0.915217,-0.48472,3
0.915217,-0.48472,3
0.83646,-0.450567,3
0.83646,-0.390799,3
0.787994,-0.43349,3
0.588072,-0.450567,3
0.63048,-0.390799,3
0.582014,-0.322492,3
0.472966,-0.459105,3
0.382092,-0.544488,3
0.248811,-0.723793,3
0.176113,-0.698178,3
0.406325,-0.126111,3
0.400267,-0.091958,3
0.430558,-0.348107,3
0.400267,-0.339569,3
0.618363,-0.211494,3
0.654713,-0.185879,3
0.721353,-0.185879,3
0.763761,-0.177341,3
0.806168,-0.083419,3
0.83646,-0.057804,3
0.890984,-0.057804,3
0.897042,-0.049266,3
0.897042,-0.143188,3
0.957624,-0.168802,3
1.036381,-0.177341,3
1.060614,-0.057804,3
0.981857,0.001964,3
0.9031,0.155653,3
1.054556,0.130039,3
1.072731,0.07027,3
1.139371,0.181268,3
1.206012,0.334958,3
1.169662,0.334958,3
1.121196,0.369111,3
1.115138,0.531339,3
1.024265,0.565493,3
1.000032,0.753335,3
0.957624,0.394726,3
0.927333,0.480109,3
0.854634,0.445956,3
0.757703,0.445956,3
0.715295,0.599646,3
0.666829,0.574031,3
0.569898,0.539878,3
0.660771,0.42888,3
0.73347,0.309343,3
0.709237,-0.066343,3
0.666829,-0.066343,3
0.672887,-0.006575,3
0.73347,0.01904,3
0.666829,0.087347,3
0.739528,0.104424,3
0.739528,0.147115,3
0.672887,0.198345,3
0.582014,0.241037,3
0.485082,0.292266,3
0.430558,0.591107,3
0.442675,0.104424,3
0.436617,0.181268,3
0.333627,0.087347,3
0.303336,0.147115,3
0.297277,0.181268,3
0.133705,0.445956,3
0.194287,0.556954,3
0.182171,-0.040728,3
0.103414,0.044655,3
0.061006,0.044655,3
-0.775029,-1.372705,2
-1.059766,-1.219015,2
-0.859844,-0.851868,2
-1.126406,-0.817714,2
-1.235455,-0.655486,2
-1.344503,-0.621333,2
-1.247571,-0.348107,2
-1.308153,-0.220032,2
-1.259687,-0.220032,2
-1.241513,-0.057804,2
-1.193047,-0.023651,2
-1.193047,-0.151726,2
-1.150639,-0.151726,2
-1.126406,-0.322492,2
-1.11429,-0.399337,2
-1.053708,-0.365184,2
-1.065824,-0.271262,2
-1.023417,-0.202956,2
-0.993125,-0.202956,2
-0.962834,-0.211494,2
-0.987067,-0.313954,2
-0.90831,-0.365184,2
-0.932543,-0.416414,2
-0.94466,-0.442029,2
-0.932543,-0.510335,2
-0.938601,-0.612795,2
-0.768971,-0.715255,2
-0.672039,-0.809176,2
-0.647806,-0.817714,2
-0.593282,-0.928712,2
-0.538758,-0.851868,2
-0.417594,-0.851868,2
-0.435768,-0.809176,2
-0.514525,-0.757946,2
-0.575108,-0.706716,2
-0.562991,-0.672563,2
-0.496351,-0.63841,2
-0.690214,-0.646948,2
-0.70233,-0.595718,2
-0.750796,-0.604256,2
-0.411535,-0.58718,2
-0.508467,-0.510335,2
-0.617515,-0.53595,2
-0.617515,-0.459105,2
-0.714447,-0.407875,2
-0.684156,-0.390799,2
-0.678098,-0.288339,2
-0.817437,-0.313954,2
-0.811379,-0.288339,2
-0.920427,-0.134649,2
-0.744738,-0.271262,2
-0.768971,-0.177341,2
-0.744738,-0.100496,2
-0.811379,-0.168802,2
-0.835611,-0.117573,2
-0.896194,-0.066343,2
-0.94466,0.001964,2
-0.914368,0.07027,2
-0.871961,0.07027,2
-0.920427,0.181268,2
-0.94466,0.215422,2
-0.94466,0.232498,2
-1.005242,0.232498,2
-0.974951,0.343496,2
-1.380852,0.309343,1
-1.065824,0.497186,2
-1.077941,0.565493,2
-0.993125,0.556954,2
-1.035533,0.949717,2
-0.865903,0.411803,2
-0.80532,0.420341,2
-0.684156,0.497186,2
-0.641748,0.488648,2
-0.569049,0.488648,2
-0.556933,0.736259,2
-0.678098,0.719182,2
-0.726563,0.155653,2
-0.617515,0.189807,2
-0.562991,0.198345,2
-0.556933,0.27519,2
-0.617515,-0.202956,2
-0.617515,-0.083419,2
-0.617515,-0.023651,2
-0.581166,-0.066343,2
-0.526642,-0.040728,2
-0.496351,-0.091958,2
-0.435768,-0.194417,2
-0.417594,-0.168802,2
-0.36307,-0.168802,2
-0.405477,-0.279801,2
-0.46606,-0.38226,2
-0.272196,-0.177341,2
-0.114682,-0.271262,2
-0.163148,0.147115,2
-0.266138,0.053194,2
-0.411535,0.01904,2
-0.411535,0.104424,2
-0.381244,0.206883,2
