@relation Aggregation.txt-weka.filters.unsupervised.attribute.NumericToNominal-R3-weka.filters.unsupervised.attribute.Standardize

@attribute f1 numeric
@attribute f2 numeric
@attribute label {1,2,3,4,5,6,7}

@data
-0.435073,-1.319182,4
-0.490505,-1.245013,4
-0.490505,-1.195568,4
-0.435073,-1.418073,4
-0.394759,-1.498423,4
-0.364523,-1.405712,4
-0.349405,-1.313001,4
-0.369562,-1.257375,4
-0.399798,-1.164664,4
-0.404837,-1.12758,4
-0.424995,-1.071953,4
-0.445152,-1.016327,4
-0.409877,-0.917436,4
-0.38972,-0.966881,4
-0.339327,-1.022508,4
-0.324209,-1.090496,4
-0.339327,-1.189387,4
-0.304052,-1.232652,4
-0.263738,-1.164664,4
-0.253659,-1.121399,4
-0.228463,-1.158483,4
-0.228463,-1.238833,4
-0.198227,-1.220291,4
-0.253659,-1.294459,4
-0.233502,-1.374808,4
-0.293973,-1.405712,4
-0.304052,-1.486061,4
-0.238541,-1.498423,4
-0.142795,-1.510784,4
-0.152873,-1.448977,4
-0.142795,-1.374808,4
-0.097441,-1.325363,4
-0.117598,-1.30682,4
-0.072245,-1.356266,4
-0.047048,-1.424254,4
-0.011773,-1.424254,4
-0.057127,-1.492242,4
0.03358,-1.498423,4
0.089012,-1.405712,4
0.023502,-1.350085,4
-0.011773,-1.269736,4
-0.092402,-1.232652,4
-0.117598,-1.183206,4
-0.092402,-1.164664,4
-0.082323,-1.115218,4
-0.047048,-1.189387,4
-0.167991,-1.084315,4
-0.193188,-1.047231,4
-0.253659,-1.003966,4
-0.218384,-0.948339,4
-0.299013,-0.905074,4
-0.38972,-0.86799,4
-0.38468,-0.793821,4
-0.299013,-0.769099,4
0.083973,-1.331543,4
0.114209,-1.325363,4
0.159562,-1.399531,4
0.220034,-1.424254,4
0.24523,-1.350085,4
0.265387,-1.319182,4
0.189798,-1.288278,4
0.154523,-1.251194,4
0.058777,-1.220291,4
0.124287,-1.170845,4
0.114209,-1.115218,4
0.018462,-1.12758,4
0.028541,-1.071953,4
0.083973,-1.053411,4
0.099091,-1.04105,4
-0.087363,-1.04105,4
-0.03193,-1.016327,4
-0.117598,-1.010146,4
-0.112559,-0.935978,4
-0.193188,-0.880351,4
-0.288934,-0.837086,4
-0.092402,-0.849448,4
-0.152873,-0.843267,4
-0.17303,-0.793821,4
-0.208305,-0.732014,4
-0.24358,-0.688749,4
-0.253659,-0.639304,4
-0.31917,-0.676388,4
-0.354445,-0.645484,4
-0.354445,-0.565135,4
-0.309091,-0.546593,4
-0.233502,-0.565135,4
-0.198227,-0.528051,4
-0.17807,-0.602219,4
-0.157913,-0.69493,4
-0.077284,-0.750556,4
-0.077284,-0.719653,4
-0.016813,-0.812364,4
-0.03193,-0.935978,4
0.048698,-0.892713,4
0.023502,-0.824725,4
0.048698,-0.966881,4
0.159562,-1.047231,4
0.209955,-1.152303,4
0.260348,-1.21411,4
0.351055,-1.337724,4
0.351055,-1.282098,4
0.361134,-1.207929,4
0.295623,-1.164664,4
0.260348,-1.109038,4
0.46192,-1.189387,4
0.396409,-1.12758,4
0.356095,-1.096676,4
0.346016,-1.04105,4
0.265387,-1.04105,4
0.230112,-0.985423,4
0.119248,-0.942158,4
0.144445,-0.86799,4
0.119248,-0.806183,4
0.043659,-0.738195,4
-0.006734,-0.682569,4
-0.072245,-0.633123,4
-0.082323,-0.571316,4
-0.097441,-0.515689,4
-0.263738,-0.472424,4
-0.223423,-0.410617,4
-0.157913,-0.43534,4
-0.10752,-0.447702,4
-0.147834,-0.379714,4
-0.203266,-0.354991,4
-0.162952,-0.280822,4
-0.127677,-0.268461,4
-0.157913,-0.206654,4
-0.057127,-0.311726,4
-0.006734,-0.385894,4
-0.011773,-0.447702,4
-0.016813,-0.558954,4
0.053737,-0.589858,4
0.048698,-0.52187,4
0.048698,-0.490967,4
-0.021852,-0.243738,4
-0.03697,-0.237557,4
0.048698,-0.317907,4
0.10413,-0.373533,4
0.114209,-0.43534,4
0.17468,-0.311726,4
0.225073,-0.373533,4
0.230112,-0.429159,4
0.209955,-0.509509,4
0.139405,-0.490967,4
0.134366,-0.552774,4
0.209955,-0.583677,4
0.164602,-0.6084,4
0.119248,-0.670207,4
0.099091,-0.670207,4
0.154523,-0.762918,4
0.209955,-0.682569,4
0.220034,-0.738195,4
0.240191,-0.818544,4
0.24523,-0.917436,4
0.325859,-0.95452,4
0.310741,-0.929797,4
0.32082,-0.880351,4
0.346016,-0.843267,4
0.300662,-0.775279,4
0.265387,-0.676388,4
0.335937,-0.707291,4
0.280505,-0.614581,4
0.32082,-0.596039,4
0.285545,-0.509509,4
0.351055,-0.404437,4
0.376252,-0.534232,4
0.441762,-0.540412,4
0.411527,-0.626942,4
0.416566,-0.657846,4
0.471998,-0.732014,4
0.53247,-0.769099,4
0.396409,-0.78146,4
0.431684,-0.843267,4
0.441762,-0.898894,4
0.411527,-0.948339,4
0.406487,-1.047231,4
0.477037,-1.053411,4
0.52743,-0.960701,4
1.459698,-1.319182,3
1.358912,-1.275917,3
1.253087,-1.282098,3
1.243009,-1.207929,3
1.157341,-1.164664,3
1.09183,-1.053411,3
1.127105,-0.997785,3
1.051516,-0.923616,3
1.061594,-0.837086,3
1.001123,-0.744376,3
1.127105,-0.762918,3
1.137184,-0.843267,3
1.202694,-0.917436,3
1.227891,-1.016327,3
1.288362,-0.95452,3
1.333716,-1.010146,3
1.258127,-1.121399,3
1.333716,-1.158483,3
1.318598,-1.207929,3
1.419384,-1.183206,3
1.358912,-1.115218,3
1.414344,-1.078134,3
1.505052,-1.12758,3
1.545366,-1.177026,3
1.600798,-1.245013,3
1.51513,-1.251194,3
1.474816,-1.232652,3
1.686466,-1.109038,3
1.610877,-1.090496,3
1.651191,-1.003966,3
1.535287,-1.028688,3
1.424423,-0.991604,3
1.449619,-0.935978,3
1.424423,-0.880351,3
1.328677,-0.874171,3
1.283323,-0.806183,3
1.353873,-0.775279,3
1.248048,-0.744376,3
1.167419,-0.682569,3
1.086791,-0.657846,3
1.036398,-0.639304,3
1.122066,-0.620761,3
1.02128,-0.528051,3
1.096869,-0.52187,3
1.147262,-0.534232,3
1.23293,-0.583677,3
1.298441,-0.664026,3
1.409305,-0.688749,3
1.489934,-0.800002,3
1.525209,-0.762918,3
1.51513,-0.855629,3
1.555444,-0.911255,3
1.605837,-0.843267,3
1.666309,-0.824725,3
1.711662,-0.886532,3
1.65623,-0.738195,3
1.590719,-0.756737,3
1.711662,-0.682569,3
1.696544,-0.626942,3
1.605837,-0.626942,3
1.510091,-0.657846,3
1.580641,-0.589858,3
1.494973,-0.577497,3
1.404266,-0.602219,3
1.439541,-0.540412,3
1.30348,-0.558954,3
1.283323,-0.484786,3
1.384109,-0.478605,3
1.212773,-0.453882,3
1.111987,-0.453882,3
1.09183,-0.379714,3
1.142223,-0.336449,3
1.122066,-0.311726,3
1.09183,-0.26228,3
1.172459,-0.268461,3
1.248048,-0.34881,3
1.217812,-0.385894,3
1.348834,-0.373533,3
1.318598,-0.305545,3
1.278284,-0.237557,3
1.258127,-0.237557,3
1.182537,-0.181931,3
1.248048,-0.151027,3
1.328677,-0.132485,3
1.368991,-0.120124,3
1.363952,-0.17575,3
1.368991,-0.2561,3
1.484894,-0.299364,3
1.454659,-0.410617,3
1.520169,-0.392075,3
1.535287,-0.503328,3
1.620955,-0.534232,3
1.691505,-0.515689,3
1.610877,-0.422979,3
1.636073,-0.324087,3
1.575602,-0.299364,3
1.525209,-0.299364,3
1.550405,-0.17575,3
1.459698,-0.200473,3
1.459698,-0.138666,3
1.379069,-0.058317,3
1.37403,-0.00269,3
1.379069,0.065297,6
1.353873,0.120924,6
1.348834,0.182731,6
1.313559,0.244538,6
1.298441,0.318707,6
1.318598,0.355791,6
1.328677,0.386694,6
1.227891,0.374333,6
1.222852,0.429959,6
1.152302,0.411417,6
1.167419,0.460863,6
1.096869,0.479405,6
1.056555,0.572116,6
1.106948,0.572116,6
1.101909,0.633923,6
1.076712,0.646284,6
1.011202,0.701911,6
0.965848,0.788441,6
1.076712,0.776079,6
1.122066,0.726634,6
1.152302,0.708091,6
1.207734,0.677188,6
1.202694,0.541212,6
1.258127,0.547393,6
1.248048,0.6092,6
1.313559,0.516489,6
1.338755,0.467044,6
1.399227,0.405237,6
1.424423,0.34961,6
1.479855,0.392875,6
1.484894,0.479405,6
1.439541,0.52267,6
1.358912,0.578297,6
1.379069,0.590658,6
1.333716,0.615381,6
1.283323,0.701911,6
1.333716,0.720453,6
1.227891,0.751356,6
1.227891,0.813164,6
1.263166,0.862609,6
1.207734,0.918236,6
1.117027,0.881151,6
1.046477,0.918236,6
1.001123,0.918236,6
1.086791,0.973862,6
1.157341,0.967681,6
1.207734,0.992404,6
1.147262,1.048031,6
1.081752,1.103657,6
1.011202,1.109838,6
0.986005,1.035669,6
0.970887,1.196368,6
1.127105,1.21491,6
1.147262,1.233452,6
1.197655,1.177826,6
1.248048,1.109838,6
1.308519,0.973862,6
1.313559,1.035669,6
1.379069,0.998585,6
1.419384,0.95532,6
1.404266,0.881151,6
1.363952,0.813164,6
1.434502,0.769899,6
1.439541,0.720453,6
1.469777,0.633923,6
1.540327,0.578297,6
1.58568,0.541212,6
1.595759,0.640104,6
1.510091,0.689549,6
1.560484,0.720453,6
1.651191,0.701911,6
1.691505,0.794621,6
1.605837,0.788441,6
1.500012,0.800802,6
1.494973,0.874971,6
1.555444,0.850248,6
1.631034,0.881151,6
1.560484,0.905874,6
1.51513,0.973862,6
1.474816,0.936778,6
1.681427,0.961501,6
1.625994,1.004766,6
1.605837,1.078934,6
1.641112,1.122199,6
1.686466,1.190187,6
1.600798,1.227271,6
1.545366,1.153103,6
1.474816,1.078934,6
1.439541,1.12838,6
1.379069,1.134561,6
1.298441,1.177826,6
1.414344,1.202548,6
1.479855,1.208729,6
1.479855,1.227271,6
1.595759,1.30144,6
1.570562,1.375608,6
1.494973,1.326163,6
1.424423,1.319982,6
1.278284,1.270536,6
1.30348,1.30144,6
1.197655,1.270536,6
1.207734,1.363247,6
1.157341,1.338524,6
1.076712,1.251994,6
1.031359,1.313801,6
1.011202,1.400331,6
1.02128,1.468319,6
1.101909,1.400331,6
1.117027,1.462138,6
1.177498,1.468319,6
1.197655,1.579572,6
1.127105,1.573391,6
1.117027,1.604295,6
1.177498,1.690825,6
1.237969,1.678463,6
1.323637,1.73409,6
1.379069,1.65374,6
1.293402,1.598114,6
1.268205,1.542488,6
1.288362,1.455958,6
1.348834,1.400331,6
1.439541,1.468319,6
1.358912,1.523945,6
1.419384,1.585753,6
1.464737,1.629018,6
1.474816,1.703186,6
1.520169,1.56721,6
1.580641,1.462138,6
1.625994,1.48068,6
1.494973,1.412693,6
0.17468,0.819344,1
0.058777,0.831706,1
-0.03697,0.887332,1
-0.047048,0.949139,1
-0.112559,1.066573,1
-0.082323,1.085115,1
-0.016813,1.091296,1
-0.001695,0.998585,1
0.023502,0.949139,1
0.094052,0.949139,1
0.189798,0.899694,1
0.214995,0.95532,1
0.184759,1.004766,1
0.144445,1.04185,1
0.159562,1.085115,1
0.094052,1.072753,1
0.018462,1.171645,1
-0.03697,1.177826,1
-0.112559,1.258175,1
0.10917,1.196368,1
0.10917,1.251994,1
0.013423,1.289078,1
0.058777,1.344705,1
0.260348,1.350885,1
0.204916,1.295259,1
0.214995,1.190187,1
0.235152,1.171645,1
0.300662,1.153103,1
0.300662,1.251994,1
0.376252,1.270536,1
0.471998,1.258175,1
0.426645,1.369428,1
0.38633,1.190187,1
0.335937,1.116018,1
0.275466,1.066573,1
0.265387,1.017127,1
0.356095,0.930597,1
0.330898,0.95532,1
0.310741,0.856429,1
0.361134,1.04185,1
0.45688,0.95532,1
0.517352,0.992404,1
0.477037,1.04185,1
0.46192,1.12838,1
0.436723,1.146922,1
-1.44797,-1.486061,5
-1.332066,-1.510784,5
-1.291752,-1.467519,5
-1.37742,-1.455158,5
-1.427812,-1.418073,5
-1.483244,-1.39335,5
-1.483244,-1.337724,5
-1.453009,-1.325363,5
-1.397577,-1.325363,5
-1.347184,-1.380989,5
-1.347184,-1.356266,5
-1.201045,-1.486061,5
-1.246398,-1.411893,5
-1.291752,-1.356266,5
-1.291752,-1.313001,5
-1.30183,-1.282098,5
-1.387498,-1.257375,5
-1.473166,-1.251194,5
-1.458048,-1.21411,5
-1.397577,-1.201748,5
-1.422773,-1.152303,5
-1.296791,-1.158483,5
-1.311909,-1.12758,5
-1.246398,-1.146122,5
-1.347184,-1.226471,5
-1.256477,-1.220291,5
-1.180887,-1.195568,5
-1.206084,-1.238833,5
-1.241359,-1.313001,5
-1.185927,-1.337724,5
-1.16073,-1.411893,5
-1.115377,-1.350085,5
-1.155691,-1.313001,5
-1.150652,-1.257375,5
