@relation R15.txt-weka.filters.unsupervised.attribute.NumericToNominal-R3-weka.filters.unsupervised.attribute.Standardize

@attribute f1 numeric
@attribute f2 numeric
@attribute label {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}

@data
0.229167,0.527636,3
0.35409,0.524573,3
0.433086,0.59564,3
0.291016,0.475561,3
0.303264,0.710205,3
0.294691,0.432676,3
0.507795,0.418585,3
0.361439,0.637913,3
0.419614,0.484138,3
0.387771,0.534375,3
0.476564,0.48904,3
0.298977,0.347518,3
0.34368,0.506806,3
0.463092,0.63485,3
0.291629,0.435739,3
0.571482,0.743288,3
0.367563,0.267874,3
0.505958,0.464534,3
0.382872,0.533763,3
0.491261,0.584613,3
0.43676,0.451668,3
0.402468,0.532538,3
0.226105,0.520897,3
0.478401,0.557043,3
0.009326,0.701016,4
-0.219087,0.611569,4
-0.250931,0.474949,4
-0.013331,0.740838,4
-0.114985,0.483526,4
-0.025579,0.571134,4
-0.283999,0.340779,4
0.177728,0.421036,4
-0.127232,0.661806,4
-0.114985,0.474336,4
-0.198267,0.530087,4
0.0724,0.610956,4
-0.309718,0.713881,4
-0.171323,0.652616,4
-0.12417,0.622597,4
-0.101512,0.582162,4
-0.19398,0.622597,4
-0.08804,0.549079,4
-0.001696,0.568684,4
-0.024966,0.627498,4
-0.188469,0.68815,4
-0.058034,0.689375,4
-0.222149,0.665482,4
-0.185407,0.367735,4
-0.2197,0.611569,4
-0.045787,0.506194,4
-0.20684,0.470048,4
-0.085591,0.603605,4
-0.268689,0.545403,4
-0.312168,0.732261,4
0.022799,0.680798,4
-0.009657,0.564395,4
-0.150502,0.511095,4
-0.09049,0.476787,4
-0.167648,0.606668,4
-0.024966,0.607281,4
-0.011494,0.477399,4
-0.301145,0.540502,4
-0.298083,0.571747,4
0.091384,0.499455,4
-0.65142,0.262973,5
-0.561402,0.16985,5
-0.546093,0.196194,5
-0.56079,0.220087,5
-0.596307,0.234791,5
-0.618352,0.352419,5
-0.587121,0.310147,5
-0.467097,0.337716,5
-0.460361,0.185167,5
-0.503227,0.122676,5
-0.582222,0.224989,5
-0.647746,0.261135,5
-0.639785,0.418585,5
-0.668567,0.273388,5
-0.525885,0.038131,5
-0.586509,0.213348,5
-0.590796,0.04242,5
-0.576099,0.220087,5
-0.598756,0.248269,5
-0.582222,0.275226,5
-0.573649,0.291767,5
-0.418107,0.350581,5
-0.528946,0.225601,5
-0.727354,0.051609,5
-0.550992,0.434514,5
-0.433417,0.332202,5
-0.629375,0.335878,5
-0.610391,0.182103,5
-0.457299,0.428387,5
-0.575486,0.316273,5
-0.650195,0.403269,5
-0.71327,0.289317,5
-0.622027,0.226827,5
-0.629987,0.311372,5
-0.61529,0.382439,5
-0.561402,0.346905,5
-0.493429,0.242755,5
-0.535682,0.310759,5
-0.524047,0.231115,5
-0.543031,0.103072,5
-0.618965,-0.122995,6
-0.649583,-0.36254,6
-0.558952,-0.296987,6
-0.590796,-0.238173,6
-0.484243,-0.406038,6
-0.394225,-0.466078,6
-0.59447,-0.473429,6
-0.824721,-0.218568,6
-0.575486,-0.420129,6
-0.729191,-0.16343,6
-0.583447,-0.313528,6
-0.49894,-0.309852,6
-0.60488,-0.197738,6
-0.513637,-0.281058,6
-0.663055,-0.314754,6
-0.702247,-0.400524,6
-0.539357,-0.266967,6
-0.498328,-0.329457,6
-0.503839,-0.331908,6
-0.597532,-0.230208,6
-0.70041,-0.135248,6
-0.448114,-0.437896,6
-0.612841,-0.247362,6
-0.597532,-0.23756,6
-0.421169,-0.24675,6
-0.680202,-0.331295,6
-0.542418,-0.28841,6
-0.64101,-0.240623,6
-0.650195,-0.344161,6
-0.614066,-0.314754,6
-0.531396,-0.156691,6
-0.584672,-0.209991,6
-0.601206,-0.057442,6
-0.503839,-0.295149,6
-0.657544,-0.197738,6
-0.487918,-0.187936,6
-0.644684,-0.358864,6
-0.549767,-0.228983,6
-0.71327,-0.292086,6
-0.53752,-0.205702,6
-0.17316,-0.419516,7
0.020961,-0.548172,7
-0.260729,-0.592896,7
-0.102737,-0.647421,7
-0.121721,-0.644971,7
-0.422394,-0.437283,7
-0.203166,-0.711136,7
-0.175609,-0.658449,7
-0.338499,-0.555524,7
-0.187244,-0.68418,7
-0.036601,-0.589832,7
-0.13458,-0.622303,7
-0.237458,-0.605761,7
-0.146215,-0.519991,7
-0.072731,-0.627204,7
-0.131519,-0.590445,7
-0.08008,-0.743607,7
-0.12662,-0.459951,7
-0.195817,-0.532243,7
-0.181733,-0.670702,7
-0.165199,-0.440959,7
-0.15785,-0.678054,7
-0.353196,-0.599022,7
-0.216638,-0.461789,7
-0.221537,-0.739318,7
-0.271751,-0.602085,7
-0.139479,-0.701947,7
-0.17316,-0.569002,7
-0.06477,-0.586156,7
-0.188469,-0.709299,7
-0.181733,-0.536532,7
-0.260729,-0.557975,7
-0.114985,-0.605148,7
0.088322,-0.639457,7
-0.173772,-0.705623,7
-0.17071,-0.588607,7
-0.064158,-0.703172,7
-0.126007,-0.633943,7
-0.092939,-0.775464,7
-0.129069,-0.647421,7
0.442272,-0.395623,8
0.44962,-0.435445,8
0.207122,-0.319655,8
0.37736,-0.567777,8
0.494935,-0.426255,8
0.487587,-0.454437,8
0.471053,-0.733192,8
0.502284,-0.524892,8
0.355927,-0.474655,8
0.277544,-0.44341,8
0.393894,-0.379082,8
0.383484,-0.54756,8
0.257948,-0.539595,8
0.551273,-0.350287,8
0.463092,-0.577579,8
0.286117,-0.668864,8
0.430637,-0.543271,8
0.333882,-0.506512,8
0.409204,-0.554299,8
0.39022,-0.485682,8
0.487587,-0.481394,8
0.371849,-0.448311,8
0.480238,-0.599022,8
0.382259,-0.427481,8
0.384096,-0.432995,8
0.239577,-0.516315,8
0.319185,-0.507738,8
0.367563,-0.641295,8
0.358377,-0.526117,8
0.57638,-0.581868,8
0.41594,-0.426868,8
0.362664,-0.501611,8
0.256724,-0.402975,8
0.520042,-0.328845,8
0.393282,-0.520603,8
0.220594,-0.442797,8
0.136699,-0.396848,8
0.344905,-0.417066,8
0.426962,-0.31843,8
0.371849,-0.512026,8
2.04423,-0.104616,9
1.887463,0.098783,9
2.025247,0.073052,9
1.86848,-0.085011,9
1.96156,0.028329,9
1.816429,0.038744,9
1.877053,-0.028035,9
1.963397,0.063862,9
1.83235,-0.018232,9
1.906447,0.0124,9
1.928492,-0.159754,9
2.017286,0.059574,9
1.934004,0.225601,9
1.922981,-0.161592,9
2.028308,-0.100327,9
1.905222,-0.148726,9
2.029533,0.055898,9
2.138535,0.188842,9
1.920531,0.045483,9
1.899711,-0.085624,9
2.000752,-0.062343,9
2.182013,-0.077659,9
1.981768,-0.086236,9
1.839086,0.092044,9
1.949925,-0.056217,9
1.919919,-0.140149,9
1.877666,-0.07092,9
2.043005,0.158823,9
1.98728,0.172301,9
2.012387,0.070601,9
1.977482,0.040582,9
1.985443,0.001985,9
2.016673,-0.069082,9
1.86848,-0.015169,9
1.907059,-0.094813,9
1.975032,-0.126671,9
2.012999,-0.108904,9
1.971358,-0.174457,9
1.991566,0.000147,9
1.965847,-0.004141,9
1.336331,1.428841,10
1.267746,1.424552,10
1.245088,1.559947,10
1.131187,1.525026,10
1.298364,1.628564,10
1.142822,1.577101,10
1.210795,1.497457,10
1.221206,1.467437,10
1.199773,1.536666,10
1.186913,1.523801,10
1.276931,1.622437,10
1.310611,1.584453,10
1.255498,1.507259,10
1.153232,1.602832,10
1.20957,1.298347,10
1.265296,1.488267,10
1.030146,1.517062,10
1.086484,1.490105,10
1.265296,1.571587,10
1.169154,1.415975,10
1.343679,1.441706,10
1.159969,1.453959,10
1.287954,1.483366,10
1.181401,1.600994,10
1.24815,1.349196,10
1.127513,1.534216,10
1.287954,1.53054,10
1.038107,1.657358,10
1.136086,1.552595,10
1.260397,1.650006,10
1.347966,1.550145,10
1.284892,1.550145,10
1.191199,1.671449,10
1.212632,1.636528,10
1.20161,1.47724,10
1.11894,1.415975,10
1.31551,1.536666,10
1.167317,1.392694,10
1.044231,1.642042,10
1.174665,1.469888,10
-0.358708,1.989413,11
-0.510575,1.993701,11
-0.468322,1.960006,11
-0.334825,1.797042,11
-0.408922,1.952654,11
-0.402186,2.081923,11
-0.510575,1.864433,11
-0.334825,1.967358,11
-0.373405,1.993089,11
-0.363607,1.984512,11
-0.489755,2.020658,11
-0.445664,1.819097,11
-0.285836,1.983899,11
-0.258891,1.87301,11
-0.423619,1.816034,11
-0.438316,2.154215,11
-0.574874,1.877911,11
-0.353196,1.85218,11
-0.489755,1.930599,11
-0.364219,1.718623,11
-0.457911,1.895065,11
-0.32319,1.902417,11
-0.496491,1.878524,11
-0.453013,1.795204,11
-0.342786,1.845441,11
-0.433417,2.08131,11
-0.535682,1.891389,11
-0.43158,1.917733,11
-0.39545,1.95878,11
-0.451175,1.964294,11
-0.471384,1.982674,11
-0.357483,1.954492,11
-0.423006,1.878524,11
-0.353196,1.955105,11
-0.468322,1.82216,11
-0.421782,2.050678,11
-0.313392,2.006567,11
-0.358708,1.869947,11
-0.579773,1.832575,11
-0.493429,1.917733,11
-1.659993,0.887873,12
-1.69551,0.974256,12
-1.949031,0.882972,12
-1.763483,0.773921,12
-1.729803,1.007339,12
-1.901266,0.732873,12
-1.77818,0.855403,12
-1.879221,0.835185,12
-1.843091,1.019592,12
-1.733477,0.880521,12
-1.769607,0.934434,12
-1.759809,0.925857,12
-1.734089,0.943624,12
-1.63611,0.7923,12
-1.720005,0.861529,12
-1.846153,0.930146,12
-1.648358,0.780047,12
-1.851664,0.824158,12
-1.82472,0.824158,12
-1.70592,0.691826,12
-1.816147,0.776371,12
-1.760421,0.739,12
-1.649582,0.909928,12
-1.735927,0.922181,12
-1.683263,0.778822,12
-1.782467,0.836411,12
-1.685712,0.761055,12
-1.795326,0.874395,12
-1.739601,0.852952,12
-1.697347,0.644652,12
-1.820433,0.905027,12
-1.756747,0.961391,12
-1.818596,1.145185,12
-1.762871,0.810679,12
-1.885957,0.689988,12
-1.797163,1.047774,12
-1.908615,0.735324,12
-1.706533,0.982221,12
-1.764708,0.923407,12
-1.490366,1.015916,12
-1.866974,-0.991729,13
-1.838192,-0.849595,13
-1.751236,-0.844694,13
-1.783691,-0.959259,13
-1.872485,-0.945168,13
-1.855951,-0.914535,13
-1.786753,-0.95252,13
-1.909227,-0.882065,13
-1.757972,-0.725227,13
-1.667954,-0.967223,13
-1.817372,-0.917599,13
-1.828394,-0.842243,13
-1.724904,-0.856334,13
-1.746949,-0.848982,13
-1.748174,-0.940267,13
-1.830844,-0.893705,13
-1.814922,-0.88084,13
-1.668566,-0.712362,13
-1.713269,-0.887579,13
-1.93066,-0.762599,13
-1.564463,-0.853271,13
-1.696735,-0.867974,13
-1.612228,-0.865524,13
-1.809411,-0.847757,13
-1.68265,-0.934753,13
-2.019454,-0.779753,13
-1.761034,-1.007045,13
-1.785528,-0.834279,13
-1.575486,-0.964772,13
-1.714494,-0.781591,13
-1.525271,-0.896156,13
-1.759809,-0.986215,13
-1.916575,-0.887579,13
-1.758584,-0.831828,13
-1.799001,-0.839792,13
-1.87371,-0.84163,13
-1.667954,-0.823864,13
-1.82717,-0.874101,13
-1.710207,-0.905958,13
-1.751848,-0.837954,13
-0.496491,-1.896609,14
-0.363607,-1.873328,14
-0.544868,-1.970127,14
-0.497103,-1.908862,14
-0.580385,-1.739771,14
-0.493429,-1.846372,14
-0.34891,-2.054059,14
-0.340949,-1.983605,14
-0.521598,-2.021589,14
-0.495266,-2.083466,14
-0.385652,-1.741609,14
-0.274813,-1.88068,14
-0.2791,-1.954198,14
-0.423006,-2.000146,14
-0.420557,-1.924178,14
-0.418107,-1.886807,14
-0.524047,-1.92234,14
-0.361769,-1.960324,14
-0.390551,-1.876392,14
-0.520373,-2.022202,14
-0.301145,-1.821253,14
-0.345236,-1.968289,14
-0.43954,-1.935206,14
-0.427905,-1.884356,14
-0.323803,-1.881905,14
-0.376466,-1.733645,14
-0.355033,-1.854336,14
-0.523435,-1.995245,14
-0.411984,-1.898447,14
-0.496491,-1.845147,14
-0.696123,-2.011174,14
-0.497103,-1.790008,14
-0.427905,-1.91989,14
-0.297471,-1.896609,14
-0.448114,-2.060798,14
-0.344011,-1.953585,14
-0.367893,-1.865977,14
-0.430355,-1.835344,14
-0.311555,-1.82738,14
-0.43954,-1.875779,14
1.193037,-1.782657,15
1.310611,-1.445701,15
1.336943,-1.602538,15
1.25856,-1.550463,15
1.22488,-1.372796,15
1.347966,-1.434673,15
1.317348,-1.412618,15
1.212632,-1.418131,15
1.177115,-1.530246,15
1.179564,-1.756313,15
1.218756,-1.416294,15
1.337556,-1.493487,15
1.308774,-1.543724,15
1.32837,-1.471432,15
1.453294,-1.449376,15
1.319185,-1.506965,15
1.221206,-1.510029,15
1.360213,-1.424258,15
1.226717,-1.549851,15
1.020961,-1.650325,15
1.29224,-1.358705,15
1.272645,-1.596412,15
1.062602,-1.549851,15
1.124451,-1.400977,15
1.122614,-1.520444,15
1.262234,-1.565167,15
1.175278,-1.675443,15
1.287954,-1.50574,15
1.226717,-1.455503,15
1.000753,-1.568843,15
1.123839,-1.421195,15
1.387158,-1.582934,15
1.322859,-1.650325,15
1.231003,-1.469594,15
1.33878,-1.560878,15
1.286117,-1.585384,15
1.323471,-1.650937,15
1.114041,-1.458566,15
1.351028,-1.63072,15
1.231616,-1.337262,15
